CAS,pubchem_cid,chebi_id,preferred_name,iupac_name,molecular_formula,molecular_weight,isomeric_smiles,canonical_smiles,inchi,inchikey,xlogp,tpsa,synonyms,cas_queried,cas_class,cas_repairs
95058-81-4,60750,CHEBI:175901,Gemcitabine,"4-amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H11F2N3O4,263.20,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",SDUQYLNIPVEERB-QPPQHZFASA-N,-1.5,108,"gemcitabine | 95058-81-4 | 2'-Deoxy-2',2'-difluorocytidine | 2',2'-Difluorodeoxycytidine | dFdC | Gemcitabina | Gemcitabinum | DFdCyd | LY-188011 | LY188011 | 4-amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydropyrimidin-2-one | B76N6SBZ8R | 2',2'-difluoro-2'-deoxycytidine | 4-Amino-1-[(2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one | NSC-613327 | DTXSID3040487 | 2'deoxy-2',2'-difluorocytidine | CHEBI:175901 | 4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one | gemicitabine",95058-81-4,valid,
72496-41-4,11296583,CHEBI:94770,Pirarubicin,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-6-methyl-5-[(2R)-oxan-2-yl]oxyoxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",C32H37NO12,627.6,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6,"InChI=1S/C32H37NO12/c1-14-31(45-21-8-3-4-9-42-21)17(33)10-22(43-14)44-19-12-32(40,20(35)13-34)11-16-24(19)30(39)26-25(28(16)37)27(36)15-6-5-7-18(41-2)23(15)29(26)38/h5-7,14,17,19,21-22,31,34,37,39-40H,3-4,8-13,33H2,1-2H3/t14-,17-,19-,21+,22-,31+,32-/m0/s1",KMSKQZKKOZQFFG-YXRRJAAWSA-N,2.7,204,"pirarubicin | 72496-41-4 | Pirarubicina | Pirarubicine | Pirarubicinum | THP-ADM | THP-adriamycin | THP-doxorubicin | Adriamycin, tetrahydropyranyl | DTXSID2046755 | 4'-O-Tetrahydropyranyladriamycin | D58G680W0G | Pinorubicin | DTXCID0026755 | 4'-O-Tetrahydropyranyldoxorubicin | 1609RB | (7S,9S)-7-[(2R,4S,5S,6S)-4-amino-6-methyl-5-[(2R)-oxan-2-yl]oxyoxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione | 5,12-Naphthacenedione, 10-((3-amino-2,3,6-trideoxy-4-O-(tetrahydro-2H-pyran-2-yl)-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-, (8S-cis)- | thepirubicin | Tepirubicin",72496-41-4,valid,
142340-99-6,60871,CHEBI:31175,Adefovir Dipivoxil,"[2-(6-aminopurin-9-yl)ethoxymethyl-(2,2-dimethylpropanoyloxymethoxy)phosphoryl]oxymethyl 2,2-dimethylpropanoate",C20H32N5O8P,501.5,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,"InChI=1S/C20H32N5O8P/c1-19(2,3)17(26)30-11-32-34(28,33-12-31-18(27)20(4,5)6)13-29-8-7-25-10-24-14-15(21)22-9-23-16(14)25/h9-10H,7-8,11-13H2,1-6H3,(H2,21,22,23)",WOZSCQDILHKSGG-UHFFFAOYSA-N,1.8,167,"ADEFOVIR DIPIVOXIL | 142340-99-6 | Hepsera | Adefovir pivoxil | GS-0840 | GS 0840 | DTXSID5046487 | Adefovir di(pivaloyloxymethyl) ester | 9-(2-((Bis((pivaloyloxy)methoxy)phosphinyl)methoxy)ethyl)adenine | 9-(2-((-Bis((pivaloyloxy)methoxy)phosphinyl)methoxy)ethyl)adenine | (((2-(6-Amino-9H-purin-9-yl)ethoxy)methyl)phosphinylidene)bis(oxymethylene) 2,2-dimethylpropanoate | U6Q8Z01514 | Propanoic acid, 2,2-dimethyl-, (((2-(6-amino-9H-purin-9-yl)ethoxy)methyl)phosphinylidene)bis(oxymethylene) ester | DTXCID3026487 | CHEBI:31175 | adefovir depivoxil | [({[2-(6-amino-9H-purin-9-yl)ethoxy]methyl}({[(2,2-dimethylpropanoyl)oxy]methoxy})phosphoryl)oxy]methyl 2,2-dimethylpropanoate | ((((2-(6-amino-9H-purin-9-yl)ethoxy)methyl)((((2,2-dimethylpropanoyl)oxy)methoxy))phosphoryl)oxy)methyl 2,2-dimethylpropanoate | RefChem:56260 | Preveon",142340-99-6,valid,
5536-17-4,21704,CHEBI:45327,Vidarabine,"(2R,3S,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C10H13N5O4,267.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7+,10-/m1/s1",OIRDTQYFTABQOQ-UHTZMRCNSA-N,-1.1,140,"Vidarabine | 5536-17-4 | Adenine arabinoside | Ara-A | Arabinosyladenine | Vira-A | Spongoadenosine | Araadenosine | Arasena-A | Vidarabin | 9-beta-D-Arabinofuranosyladenine | Vidarabine anhydrous | Vidarabina | Vidarabinum | beta-D-Arabinosyladenine | NSC-404241 | 9-beta-D-arabinofuranosyl-9H-purin-6-amine | 9-Arabinosyladenine | 9-beta-Arabinoadenosine | Vidarabine, anhydrous",5536-17-4,valid,
102625-70-7,4679,CHEBI:7915,Pantoprazole,"6-(difluoromethoxy)-2-[(3,4-dimethoxy-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",C16H15F2N3O4S,383.4,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,"InChI=1S/C16H15F2N3O4S/c1-23-13-5-6-19-12(14(13)24-2)8-26(22)16-20-10-4-3-9(25-15(17)18)7-11(10)21-16/h3-7,15H,8H2,1-2H3,(H,20,21)",IQPSEEYGBUAQFF-UHFFFAOYSA-N,2.4,106,"pantoprazole | 102625-70-7 | Pantozol | Pantoprazol | Pantoprazolum | Pantoloc | BY-1023 | SK&F-96022 | Altopan | Zovanta | SK&F 96022 | SKF-96022 | DTXSID4023416 | SK-96022 | NSC-759257 | 6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole | D8TST4O562 | 1H-Benzimidazole, 5-(difluoromethoxy)-2-(((3,4-dimethoxy-2-pyridinyl)methyl)sulfinyl)- | BY1023 | CHEBI:7915",102625-70-7,valid,
154-42-7,2723601,CHEBI:9555,Thioguanine,"2-amino-3,7-dihydropurine-6-thione",C5H5N5S,167.19,C1=NC2=C(N1)C(=S)N=C(N2)N,C1=NC2=C(N1)C(=S)N=C(N2)N,"InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",WYWHKKSPHMUBEB-UHFFFAOYSA-N,-0.1,111,"6-Thioguanine | thioguanine | 154-42-7 | Tioguanine | 2-Amino-6-mercaptopurine | 6-Mercaptoguanine | Tabloid | Tioguanin | Lanvis | 2-Amino-6-purinethiol | 2-Amino 6MP | 2-Aminopurin-6-thiol | 2-Aminopurine-6-thiol | 2-Aminopurine-6(1H)-thione | Wellcome U3B | 6-Mercapto-2-aminopurine | 2-Amino-6-merkaptopurin | Tioguanina | Tioguaninum | Guanine, thio-",154-42-7,valid,
161796-78-7,23674541,,Esomeprazole Sodium,"sodium 5-methoxy-2-[(S)-(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]benzimidazol-1-ide",C17H18N3NaO3S,367.4,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+],CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+],"InChI=1S/C17H18N3O3S.Na/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17;/h5-8H,9H2,1-4H3;/q-1;+1/t24-;/m0./s1",RYXPMWYHEBGTRV-JIDHJSLPSA-N,,81.5,"Esomeprazole Sodium | 161796-78-7 | Nexium IV | H199/18 sodium | Esomeprazole (as sodium) | L2C9GWQ43H | DTXSID90904644 | RefChem:55133 | DTXCID601333773 | 1H-BENZIMIDAZOLE, 6-METHOXY-2-((S)-((4-METHOXY-3,5-DIMETHYL-2-PYRIDINYL)METHYL)SULFINYL)-, SODIUM SALT (1:1) | 1H-Benzimidazole, 6-methoxy-2-[(S)-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-, sodium salt (1:1) | (s)-omeprazole sodium salt | Esomeprazole (sodium) | Esomeprazole Sodium [USAN] | Esomeprazole sodium (USAN) | 6-Methoxy-2-[(S)-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methyl]sulfinyl]-1H-benzimidazole Sodium Salt; (S)-5-Methoxy-2-[[(4-methoxy-3,5-dimethyl-2-pyridyl)methyl]sulfinyl] | sodium (S)-5-methoxy-2-(((4-methoxy-3,5-dimethylpyridin-2-yl)methyl)sulfinyl)benzo[d]imidazol-1-ide | Esomeprazole sodium? | Nexium IV (TN) | Esomeprazole sodium CRS",161796-78-7,valid,
19774-82-4,441325,CHEBI:2664,Amiodarone Hydrochloride,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;hydrochloride",C25H30ClI2NO3,681.8,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,"InChI=1S/C25H29I2NO3.ClH/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3;/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3;1H",ITPDYQOUSLNIHG-UHFFFAOYSA-N,,42.7,"Amiodarone hydrochloride | 19774-82-4 | Amiodarone HCL | Nexterone | Amiodar | Ritmocardyl | Pacerone | Miodaron | Ortacrone | SKF 33134-A | DTXSID7037185 | NSC-85442 | SKF-33134-A | L-3428 | 976728SY6Z | DTXCID5017185 | NSC85442 | 2-Butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl ketone hydrochloride | Ketone, 2-butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl, hydrochloride | Amyben",19774-82-4,valid,
113507-06-5,9832912,CHEBI:183811,Moxidectin,"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",C37H53NO8,639.8,C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,CC1CC(=CCC2CC(CC3(O2)CC(=NOC)C(C(O3)C(=CC(C)C)C)C)OC(=O)C4C=C(C(C5C4(C(=CC=C1)CO5)O)O)C)C,"InChI=1S/C37H53NO8/c1-21(2)14-25(6)33-26(7)31(38-42-8)19-36(46-33)18-29-17-28(45-36)13-12-23(4)15-22(3)10-9-11-27-20-43-34-32(39)24(5)16-30(35(40)44-29)37(27,34)41/h9-12,14,16,21-22,26,28-30,32-34,39,41H,13,15,17-20H2,1-8H3/b10-9+,23-12+,25-14+,27-11+,38-31+/t22-,26-,28+,29-,30-,32+,33+,34+,36-,37+/m0/s1",YZBLFMPOMVTDJY-LSGXYNIPSA-N,4.3,116,"Moxidectin | 113507-06-5 | ProHeart 6 | Moxidectina | Moxidectine | Moxidectinum | Cydectin | NGU5H31YO9 | CL 301,423 | NSC-760424 | CL-301,423 | ADVOCATE COMPONENT MOXIDECTIN | (1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one | DTXSID5037577 | Milbemycin B, 5-O-demethyl-28-deoxy-25-((1E)-1,3-dimethyl-1-butenyl)-6,28-epoxy-23-(methoxyimino)-, (6R,23E,25S)- | Tauramox | MoxiSolv | ProHeart | Quest Gel | (1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-((E)-4-methylpent-2-en-2-yl)spiro(3,7,19-trioxatetracyclo(15.6.1.14,8.020,24)pentacosa-10,14,16,22-tetraene-6,2'-oxane)-2-one",113507-06-5,valid,
38748-32-2,107985,CHEBI:9747,Triptolide,"(1S,2S,4S,5S,7R,8R,9S,11S,13S)-8-hydroxy-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-en-17-one",C20H24O6,360.4,CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,"InChI=1S/C20H24O6/c1-8(2)18-13(25-18)14-20(26-14)17(3)5-4-9-10(7-23-15(9)21)11(17)6-12-19(20,24-12)16(18)22/h8,11-14,16,22H,4-7H2,1-3H3/t11-,12-,13-,14-,16+,17-,18-,19+,20+/m0/s1",DFBIRQPKNDILPW-CIVMWXNOSA-N,0.2,84.1,"triptolide | 38748-32-2 | NSC-163062 | 19ALD1S53J | DTXSID5041144 | (1S,2S,4S,5S,7R,8R,9S,11S,13S)-8-hydroxy-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-en-17-one | (1S,2S,4S,5S,7R,8R,9S,11S,13S)-8-hydroxy-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo(11.7.0.02,4.02,9.05,7.09,11.014,18)icos-14(18)-en-17-one | RefChem:192024 | DTXCID3021144 | (1S,2S,4S,5S,7R,8R,9S,11S,13S)-8-hydroxy-1-methyl-7-(propan-2-yl)-3,6,10,16-tetraoxaheptacyclo(11.7.0.0^(2,4).0^(2,9).0^(5,7).0^(9,11).0^(14,18))icos-14(18)-en-17-one | 683-214-2 | Triptolid | PG490 | PG-490 | NSC 163062 | CHEMBL463763 | MFCD00210565 | (5bS,6aS,7aS,8R,8aR,9aS,9bS,10aS,10bS)-8-Hydroxy-8a-isopropyl-10b-methyl-1,5,5b,6,6a,8,8a,9a,9b,10b-decahydrotris(oxireno)[2',3':4b,5;2'',3'':6,7;2''',3''':8a,9]phenanthro[1,2-c]furan-3(2H)-one | PG 490 | (3bS,4aS,5aS,6R,6aR,7aS,7bS,8aS,8bS)-3b,4,4a,6,6a,7a,7b,8b,9,10-Decahydro-6-hydroxy-8b-methyl-6a-(1-methylethyl)trisoxireno[4b,5:6,7:8a,9]phenanthro[1,2-c]furan-1(3H)-one",38748-32-2,valid,
121-54-0,8478,CHEBI:31264,Benzethonium Chloride,"benzyl-dimethyl-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]azanium chloride",C27H42ClNO2,448.1,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],"InChI=1S/C27H42NO2.ClH/c1-26(2,3)22-27(4,5)24-13-15-25(16-14-24)30-20-19-29-18-17-28(6,7)21-23-11-9-8-10-12-23;/h8-16H,17-22H2,1-7H3;1H/q+1;/p-1",UREZNYTWGJKWBI-UHFFFAOYSA-M,,18.5,benzethonium chloride | 121-54-0 | Hyamine | Phemeride | Phemerol Chloride | Benzethoniumchloride | Quatrachlor | Disilyn | Inactisol | Kylacol | Phemithyn | Diapp | Hyamine 1622 | Chlorure de benzethonium | Benzetonium chloride | Antiseptol | Banagerm | Phemerol | Sanizol | Anti-germ 77,121-54-0,valid,
123-03-05,31239,CHEBI:32915,Cetylpyridinium Chloride,1-hexadecylpyridin-1-ium chloride,C21H38ClN,340.0,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],"InChI=1S/C21H38N.ClH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22;/h15,17-18,20-21H,2-14,16,19H2,1H3;1H/q+1;/p-1",YMKDRGPMQRFJGP-UHFFFAOYSA-M,,3.9,cetylpyridinium chloride | 123-03-5 | hexadecylpyridinium chloride | Pristacin | Pyrisept | Cepacol | Ceprim | Cetamium | Dobendan | Aktivex | Biosept | Acetoquat CPC | 1-Cetylpyridinium chloride | Ceepryn chloride | Cepacol chloride | Quaternario CPC | Intexsan CPC | Swabettes Hoechst | Ammonyx CPC | Medilave,123-03-5,valid,zero_padded_check_digit
26864-56-2,33630,CHEBI:92278,Penfluridol,"1-[4,4-bis(4-fluorophenyl)butyl]-4-[4-chloro-3-(trifluoromethyl)phenyl]piperidin-4-ol",C28H27ClF5NO,524.0,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,"InChI=1S/C28H27ClF5NO/c29-26-12-7-21(18-25(26)28(32,33)34)27(36)13-16-35(17-14-27)15-1-2-24(19-3-8-22(30)9-4-19)20-5-10-23(31)11-6-20/h3-12,18,24,36H,1-2,13-17H2",MDLAAYDRRZXJIF-UHFFFAOYSA-N,7.3,23.5,"PENFLURIDOL | 26864-56-2 | Semap | Penfluridolum | McN-JR-16,341 | R-16341 | DTXSID5049021 | MCN-JR-16341 | R 16341 | NSC-759179 | 25TLU22Q8H | 4-Piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)- | R 16,341 | DTXCID6028947 | 4-Piperidinol, 1-[4,4-bis(4-fluorophenyl)butyl]-4-[4-chloro-3-(trifluoromethyl)phenyl]- | RefChem:859405 | R16341 | N05AG03 | 248-074-5 | 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)piperidin-4-ol",26864-56-2,valid,
314-13-6,9409,CHEBI:82467,C.I. Direct Blue 53,"tetrasodium;4-amino-6-[[4-[4-[(8-amino-1-hydroxy-5,7-disulfonatonaphthalen-2-yl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-5-hydroxynaphthalene-1,3-disulfonate",C34H24N6Na4O14S4,960.8,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],"InChI=1S/C34H28N6O14S4.4Na/c1-15-11-17(3-7-21(15)37-39-23-9-5-19-25(55(43,44)45)13-27(57(49,50)51)31(35)29(19)33(23)41)18-4-8-22(16(2)12-18)38-40-24-10-6-20-26(56(46,47)48)14-28(58(52,53)54)32(36)30(20)34(24)42;;;;/h3-14,41-42H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4",ATNOAWAQFYGAOY-UHFFFAOYSA-J,,404,"C.I. DIRECT BLUE 53 | DTXSID9022815 | RefChem:57510 | DTXCID301507945 | evans blue | 314-13-6 | Direct Blue 53 | Evan's Blue | Dye Evans Blue | Azovan Blue | C.I. 23860 | Diazobleu | Evablin | Geigy-blau 536 | C.I. direct blue 53 tetrasodium salt | Diamine Sky Blue FF | Diazol Pure Blue BF | Evans blue (Technical Grade) | Geigy Blue 536, med | Direct blue 53 tetrasodium salt",314-13-6,valid,
34031-32-8,16667669,,Auranofin,"gold(1+);(2S,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-(acetyloxymethyl)oxane-2-thiolate;triethylphosphane",C20H34AuO9PS,678.5,CCP(CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],"InChI=1S/C14H20O9S.C6H15P.Au/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18;1-4-7(5-2)6-3;/h10-14,24H,5H2,1-4H3;4-6H2,1-3H3;/q;;+1/p-1/t10-,11-,12+,13-,14+;;/m1../s1",AUJRCFUBUPVWSZ-XTZHGVARSA-M,,115,"AURANOFIN | DTXSID4020115 | SK&F-39162 | Auranofina | Auranofine | Auranofinum | CHEBI:2922 | SK&F39162 | RefChem:56789 | NSC-321521 | gold(+1) cation; (2S,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-(acetyloxymethyl)oxane-2-thiolate; triethylphosphane | DTXCID20820909 | M01CB03 | 3H04W2810V | Gold, (1-thio-beta-D-glucopyranose 2,3,4,6-tetraacetato-S)(triethylphosphine)- | (2,3,4,6-Tetra-O-acetyl-1-thio-beta-D-glucopyranosato)(triethylphosphine)gold | ((2R,3R,4S,5R,6S)-3,4,5-tris(acetyloxy)-6-(((triethyl-lambda5-phosphanylidene)aurio)sulfanyl)oxan-2-yl)methyl acetate | 251-801-9 | (1-Thio-beta-D-glucopyranosato)(triethylphosphine)gold 2,3,4,6-tetraacetate | 2,3,4,6-Tetra-O-acetyl-1-thio-beta-D-glucopyranosato-S (triethylphosphine)gold",34031-32-8,valid,
68797-51-9,,,,,,,,,,,,,,68797-51-9,invalid_checksum,
59130-69-7,42956,,Cetearyl Ethylhexanoate,hexadecyl 2-ethylhexanoate,C24H48O2,368.6,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,"InChI=1S/C24H48O2/c1-4-7-9-10-11-12-13-14-15-16-17-18-19-20-22-26-24(25)23(6-3)21-8-5-2/h23H,4-22H2,1-3H3",XJNUECKWDBNFJV-UHFFFAOYSA-N,10.7,26.3,"Hexadecyl 2-ethylhexanoate | Cetyl 2-ethylhexanoate | 59130-69-7 | cetyl ethylhexanoate | Cetearyl octanoate | HEXANOIC ACID, 2-ETHYL-, HEXADECYL ESTER | Cetearyl ethylhexanoate | EINECS 261-619-1 | 90411-68-0 | 134647WMX4 | DTXSID20866741 | EC 261-619-1 | Hexanoic acid, 2-ethyl-, C16-18-alkyl esters | CETEARYL ETHYLHEXANOATE (II) | CETEARYL ETHYLHEXANOATE [II] | Luvitol EHO | JEECHEM CEO | Lanol 1688 | RefChem:575335 | CETEARYL OCTANEOATE",59130-69-7,valid,
8001-54-5,3014024,,Benzalkonium Chloride,benzyl-dimethyl-tridecylazanium chloride,C22H40ClN,354.0,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],"InChI=1S/C22H40N.ClH/c1-4-5-6-7-8-9-10-11-12-13-17-20-23(2,3)21-22-18-15-14-16-19-22;/h14-16,18-19H,4-13,17,20-21H2,1-3H3;1H/q+1;/p-1",XIWFQDBQMCDYJT-UHFFFAOYSA-M,,0,pentonium | Alpagelle | Zephiran | Benzalkonii chloridum | Cloruro de benzalconio | Chlorure de benzalkonium | NSC-758480 | CHEBI:3020 | Fundamentals | Greenberry | Prosanitize | Shieldplex | Viraxshield | Aquacil | Because | CaseysLavender | Cleanse | Companion | Daranjo | Dermacide,8001-54-5,valid,
