CAS,pubchem_cid,chebi_id,preferred_name,iupac_name,molecular_formula,molecular_weight,isomeric_smiles,canonical_smiles,inchi,inchikey,xlogp,tpsa,synonyms,cas_queried,cas_class,cas_repairs
1001645-58-4,25232708,,Srt1720,"N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide;hydrochloride",C25H24ClN7OS,506.0,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5.Cl,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5.Cl,"InChI=1S/C25H23N7OS.ClH/c33-24(22-13-27-20-7-3-4-8-21(20)28-22)29-19-6-2-1-5-18(19)23-15-32-17(16-34-25(32)30-23)14-31-11-9-26-10-12-31;/h1-8,13,15-16,26H,9-12,14H2,(H,29,33);1H",DTGRRMPPXCRRIM-UHFFFAOYSA-N,,116,"1001645-58-4 | SRT1720 | RefChem:932153 | N-(2-(3-(piperazin-1-ylmethyl)imidazo(2,1-b)(1,3)thiazol-6-yl)phenyl)quinoxaline-2-carboxamide | SRT 1720 Hydrochloride | SRT1720 HCl | SRT1720 Hydrochloride | N-(2-(3-(piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide hydrochloride | 2060259-60-9 | SRT 1720 (Hydrochloride) | N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide;hydrochloride | SRT1720 xHydrochloride | MFCD18074509 | N-(2-(3-(Piperazin-1-ylmethyl)imidazo[2,1-b]thiazol-6-yl)phenyl)quinoxaline-2-carboxamide xhydrochloride | SCHEMBL16372055 | DTXSID80649411 | SRT 1720 MONOHYDROCHLORIDE | N-[2-[3-(1-Piperazinylmethyl)imidazo[2,1-b]thiazol-6-yl]phenyl]-2-quinoxalinecarboxamide hydrochloride | N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide xhydrochloride | BCP01774",1001645-58-4,valid,
21679-14-1,657237,CHEBI:94701,Fludarabine,"(2R,3S,4S,5R)-2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C10H12FN5O4,285.23,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,"InChI=1S/C10H12FN5O4/c11-10-14-7(12)4-8(15-10)16(2-13-4)9-6(19)5(18)3(1-17)20-9/h2-3,5-6,9,17-19H,1H2,(H2,12,14,15)/t3-,5-,6+,9-/m1/s1",HBUBKKRHXORPQB-FJFJXFQQSA-N,-0.6,140,"Fludarabine | 21679-14-1 | F-Ara-A | 2-Fluoro Ara-A | Fludarabina | Fluradosa | 9-beta-D-Arabinofuranosyl-2-fluoroadenine | Fludarabinum | 2-F-ARAA | 2-fluorovidarabine | DTXSID4039657 | (2R,3S,4S,5R)-2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol | CCRIS 3382 | 2-Fluoro-9-beta-D-arabinofuranosyladenine | 9-beta-D-arabinofuranosyl-2-fluoro-9H-purin-6-amine | P2K93U8740 | 9H-Purin-6-amine, 9-beta-D-arabinofuranosyl-2-fluoro- | DTXCID2019657 | 2-Fluoroadenine arabinoside | NSC118218",21679-14-1,valid,
123318-82-1,119182,CHEBI:681569,Clofarabine,"(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol",C10H11ClFN5O3,303.68,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,"InChI=1S/C10H11ClFN5O3/c11-10-15-7(13)5-8(16-10)17(2-14-5)9-4(12)6(19)3(1-18)20-9/h2-4,6,9,18-19H,1H2,(H2,13,15,16)/t3-,4+,6-,9-/m1/s1",WDDPHFBMKLOVOX-AYQXTPAHSA-N,0.9,119,"Clofarabine | 123318-82-1 | Clolar | Evoltra | Clofarex | Cl-F-Ara-A | CAFdA | clofarabina | (2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol | clofarabinum | 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine | DTXSID5046437 | 9H-Purin-6-amine, 2-chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)- | 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine | 762RDY0Y2H | CHEBI:681569 | NSC-759857 | 2 Chloro 2' fluoroarabino 2' deoxyadenosine | DTXCID3026437 | 2-chloro-2'-arabino-fluoro-2'-deoxyadenosine",123318-82-1,valid,
121032-29-9,3011155,CHEBI:63612,Nelarabine,"(2R,3S,4S,5R)-2-(2-amino-6-methoxypurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C11H15N5O5,297.27,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,"InChI=1S/C11H15N5O5/c1-20-9-5-8(14-11(12)15-9)16(3-13-5)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15)/t4-,6-,7+,10-/m1/s1",IXOXBSCIXZEQEQ-UHTZMRCNSA-N,-0.7,149,"Nelarabine | 121032-29-9 | Nelzarabine | Arranon | Atriance | 506U78 | 506U | GW-506U78 | Attriance | NSC-686673 | GW506U78 | 2-Amino-6-methoxypurine arabinoside | compound 506U78 | Nelarabina | 2-Amino-9-beta-D-arabinofuranosyl-6-methoxy-9H-purine | DTXSID6046842 | NSC-755985 | (2R,3S,4S,5R)-2-(2-amino-6-methoxy-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol | CHEBI:63612 | NSC-759876",121032-29-9,valid,
65271-80-9,4212,CHEBI:50729,Mitoxantrone,"1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione",C22H28N4O6,444.5,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,"InChI=1S/C22H28N4O6/c27-11-9-23-5-7-25-13-1-2-14(26-8-6-24-10-12-28)18-17(13)21(31)19-15(29)3-4-16(30)20(19)22(18)32/h1-4,23-30H,5-12H2",KKZJGLLVHKMTCM-UHFFFAOYSA-N,1,163,"mitoxantrone | 65271-80-9 | Mitozantrone | Mitoxanthrone | DHAQ | Mitoxantron | Mitoxantrona | Mitoxantronum | Misostol | NSC-279836 | NSC 279836 | BZ114NVM5P | NSC279836 | 1,4-Bis(2-(2-hydroxyethylamino)ethyl)amino)-5,8-dihydroxyanthraquinone | 1,4-Dihydroxy-5,8-bis[[2-[(2-hydroxyethyl)amino]ethyl]amino]-9,10-anthracenedione | DTXSID4046947 | 1,4-DIHYDROXY-5,8-BIS({2-[(2-HYDROXYETHYL)AMINO]ETHYL}AMINO)-9,10-ANTHRACENEDIONE | CHEBI:50729 | L01DB07 | Ralenova",65271-80-9,valid,
2353-33-5,451668,CHEBI:50131,5-Aza-2'-deoxycytidine,"4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one",C8H12N4O4,228.21,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",XAUDJQYHKZQPEU-KVQBGUIXSA-N,-1.2,121,"Decitabine | 5-Aza-2'-deoxycytidine | 2353-33-5 | 5-Azadeoxycytidine | 2'-Deoxy-5-azacytidine | 5-Aza-deoxycytidine | 2-Desoxy-5-azacytidine | Decitabina | 5-AZAdC | NSC 127716 | NSC-127716 | DTXSID7030432 | 4-Amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-s-triazin-2(1H)-one | 4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one | 776B62CQ27 | DTXCID5010432 | CHEBI:50131 | INQOVI COMPONENT DECITABINE | 1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)- | 4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2-dihydro-1,3,5-triazin-2-one",2353-33-5,valid,
27533-70-4,,,,,,,,,,,,,,27533-70-4,invalid_checksum,
2227147-37-3,,,,,,,,,,,,,,2227147-37-3,invalid_checksum,
722533-56-4,23642301,CHEBI:229213,Elacestrant,"(6R)-6-[2-[ethyl-[[4-[2-(ethylamino)ethyl]phenyl]methyl]amino]-4-methoxyphenyl]-5,6,7,8-tetrahydronaphthalen-2-ol",C30H38N2O2,458.6,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)C3CCC4=C(C3)C=CC(=C4)O,"InChI=1S/C30H38N2O2/c1-4-31-17-16-22-6-8-23(9-7-22)21-32(5-2)30-20-28(34-3)14-15-29(30)26-11-10-25-19-27(33)13-12-24(25)18-26/h6-9,12-15,19-20,26,31,33H,4-5,10-11,16-18,21H2,1-3H3/t26-/m1/s1",SIFNOOUKXBRGGB-AREMUKBSSA-N,6.3,44.7,"Elacestrant | 722533-56-4 | RAD1901 | RAD-1901 | ORSERDU | ER-306323 | elacestrantum | FM6A2627A8 | DTXSID901045846 | (6R)-6-{2-[ethyl({4-[2-(ethylamino)ethyl]phenyl}methyl)amino]-4-methoxyphenyl}-5,6,7,8-tetrahydronaphthalen-2-ol | (2R)-2-(2-(Ethyl-((4-(2-(ethylamino)ethyl)phenyl)methyl)amino)-4-methoxy-phenyl)tetralin-6-ol | 2-Naphthalenol, 6-(2-(ethyl((4-(2-(ethylamino)ethyl)phenyl)methyl)amino)-4-methoxyphenyl)-5,6,7,8-tetrahydro-, (6R)- | (2R)-2-[2-[ethyl-[[4-[2-(ethylamino)ethyl]phenyl]methyl]amino]-4-methoxy-phenyl]tetralin-6-ol | (6R)-6-(2-(Ethyl((4-(2-(ethylamino)ethyl)phenyl)methyl)amino)-4-methoxyphenyl)-5,6,7,8-tetrahydronaphthalen-2-ol | 2-Naphthalenol, 6-[2-[ethyl[[4-[2-(ethylamino)ethyl]phenyl]methyl]amino]-4-methoxyphenyl]-5,6,7,8-tetrahydro-, (6R)- | RefChem:57007 | SERD/SERM RAD1901 | DTXCID401527776 | Elacestrant [INN] | Elacestrant [USAN]",722533-56-4,valid,
62-38-4,16682730,CHEBI:27684,Phenylmercuric Acetate,acetyloxy(phenyl)mercury,C8H8HgO2,336.74,CC(=O)O[Hg]C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,"InChI=1S/C6H5.C2H4O2.Hg/c1-2-4-6-5-3-1;1-2(3)4;/h1-5H;1H3,(H,3,4);/q;;+1/p-1",XEBWQGVWTUSTLN-UHFFFAOYSA-M,,26.3,phenylmercuric acetate | 62-38-4 | phenylmercury acetate | acetoxyphenylmercury | Dyanacide | Gallotox | Hostaquik | Liquiphene | Mercuron | Mersolite | Neantina | Norforms | Nylmerate | Programin | Quicksan | Trigosan | Verdasan | Anticon | Kwiksan | Meracen,62-38-4,valid,
13463-41-7,26041,,Pyrithione Zinc,zinc bis(1-oxidopyridin-1-ium-2-thiolate),C10H8N2O2S2Zn,317.7,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],"InChI=1S/2C5H5NOS.Zn/c2*7-6-4-2-1-3-5(6)8;/h2*1-4,8H;/q;;+2/p-2",OTPSWLRZXRHDNX-UHFFFAOYSA-L,,52.9,DTXSID7026314 | DTXCID90820451 | Zinc pt | Finecide ZPT | Hokucide ZPT | Niccanon SKT | Biocut ZP | Tomicide Z 50 | Tomicide ZPT 50 | Evafine P 50 | 2-Mercaptopyridine 1-oxide zinc salt | biokera | shampoo | bis(N-oxopyridine-2-thionato)zinc (II) | Vegetability | Balancing | Chevance | Dandrene | Dandruff | Elementz,13463-41-7,valid,
58957-92-9,42890,CHEBI:42068,Idarubicin,"(7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",C26H27NO9,497.5,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,"InChI=1S/C26H27NO9/c1-10-21(29)15(27)7-17(35-10)36-16-9-26(34,11(2)28)8-14-18(16)25(33)20-19(24(14)32)22(30)12-5-3-4-6-13(12)23(20)31/h3-6,10,15-17,21,29,32-34H,7-9,27H2,1-2H3/t10-,15-,16-,17-,21+,26-/m0/s1",XDXDZDZNSLXDNA-TZNDIEGXSA-N,1.9,177,"IDARUBICIN | 58957-92-9 | 4-Demethoxydaunorubicin | 4-Demethoxydaunomycin | Idarubicina | Idarubicine | Idarubicinum | Zavedos | ZRP63D75JW | NSC 256439 | DTXSID7023142 | CHEBI:42068 | (7S,9S)-9-acetyl-7-{[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy}-6,9,11-trihydroxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione | 5,12-Naphthacenedione, 9-acetyl-7-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,9,11-trihydroxy-, (7S-cis)- | (1S,3S)-3-acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydronaphthacen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside | 4-Desmethoxydaunorubicin | 4 Demethoxydaunorubicin | (7S,9S)-9-acetyl-7-(((2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl)oxy)-6,9,11-trihydroxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione | 4 Desmethoxydaunorubicin | RefChem:56926",58957-92-9,valid,
548-62-9,11057,CHEBI:41688,Crystal Violet,"[4-[bis[4-(dimethylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium chloride",C25H30ClN3,408.0,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],"InChI=1S/C25H30N3.ClH/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6;/h7-18H,1-6H3;1H/q+1;/p-1",ZXJXZNDDNMQXFV-UHFFFAOYSA-M,,9.5,Crystal violet | gentian violet | 548-62-9 | methylrosanilinium chloride | Aniline Violet | Hexamethyl Violet | Methyl Violet 10B | Gentiaverm | Methylrosaniline chloride | Pyoktanin | Adergon | Atmonil | Avermin | Axuris | Vianin | Viocid | Badil | Bismuth Violet | Hexamethylpararosaniline chloride | Basic Violet BN,548-62-9,valid,
149-29-1,4696,CHEBI:74926,Patulin,"4-hydroxy-4,6-dihydrofuro[3,2-c]pyran-2-one",C7H6O4,154.12,C1C=C2C(=CC(=O)O2)C(O1)O,C1C=C2C(=CC(=O)O2)C(O1)O,"InChI=1S/C7H6O4/c8-6-3-4-5(11-6)1-2-10-7(4)9/h1,3,7,9H,2H2",ZRWPUFFVAOMMNM-UHFFFAOYSA-N,-1,55.8,patulin | 149-29-1 | Clavacin | Clavatin | Patuline | Expansine | Expansin | Claviformin | Clairformin | Claviform | Leucopin | Terinin | Mycoin C3 | Gigantin | Penicidin | Mycoin | Tercinin | Mycoine C3 | Mycosin | Penatin,149-29-1,valid,
3565-26-2,19103,CHEBI:191001,5-Nitroso-8-quinolinol,5-nitrosoquinolin-8-ol,C9H6N2O2,174.16,C1=CC2=C(C=CC(=C2N=C1)O)N=O,C1=CC2=C(C=CC(=C2N=C1)O)N=O,"InChI=1S/C9H6N2O2/c12-8-4-3-7(11-13)6-2-1-5-10-9(6)8/h1-5,12H",RZWRYPGAUIOOMK-UHFFFAOYSA-N,1.6,62.6,"5-Nitroso-8-quinolinol | RefChem:789376 | 5-Nitroso-8-hydroxyquinoline | 3565-26-2 | 5-Nitrosoquinolin-8-ol | 8-QUINOLINOL, 5-NITROSO- | NSC 3852 | Hydron III | 5-Nitrosooxine | 8-Hydroxy-5-nitrosoquinoline | 5-Nitroso-8-cinnolinol | NSC3852 | NSC-3852 | RMH-79 | MFCD00041862 | P302KW5VDN | MLS000775787 | SMR000369353 | 5-nitroso-quinolin-8-ol | 5-?Nitroso-?quinolin-?8-?ol",3565-26-2,valid,
6002-68-2,,,,,,,,,,,,,,6002-68-2,valid,
137-26-8,5455,CHEBI:9495,Thiram,"dimethylcarbamothioylsulfanyl N,N-dimethylcarbamodithioate",C6H12N2S4,240.4,CN(C)C(=S)SSC(=S)N(C)C,CN(C)C(=S)SSC(=S)N(C)C,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,KUAZQDVKQLNFPE-UHFFFAOYSA-N,1.7,121,thiram | Tetramethylthiuram disulfide | 137-26-8 | Thiuram | TMTD | Rezifilm | Pomarsol | Thirame | Arasan | Fernasan | Nobecutan | Normersan | Aapirol | Puralin | Spotrete | Thiosan | Thirasan | Tetrathiuram disulfide | Tetramethylthiuram | Falitiram,137-26-8,valid,
108527-83-9,16078948,,AC 93253,"3-ethyl-2-[(E,3E)-3-(1,3,3-trimethylindol-2-ylidene)prop-1-enyl]-1,3-benzothiazol-3-ium iodide",C23H25IN2S,488.4,CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/3\C(C4=CC=CC=C4N3C)(C)C.[I-],CC[N+]1=C(SC2=CC=CC=C21)C=CC=C3C(C4=CC=CC=C4N3C)(C)C.[I-],"InChI=1S/C23H25N2S.HI/c1-5-25-19-13-8-9-14-20(19)26-22(25)16-10-15-21-23(2,3)17-11-6-7-12-18(17)24(21)4;/h6-16H,5H2,1-4H3;1H/q+1;/p-1",TWBRXRGFFUATNI-UHFFFAOYSA-M,,35.4,"AC-93253 | AC 93253 | DTXSID401017082 | AC93253 | RefChem:914923 | DTXCID201475456 | AC-93253 iodide | 108527-83-9 | 3-ethyl-2-[(E,3E)-3-(1,3,3-trimethylindol-2-ylidene)prop-1-enyl]-1,3-benzothiazol-3-ium;iodide | 2-[3-(1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)-1-propenyl]-3-ethyl-benzothiazolium iodide | SCHEMBL19376765 | SCHEMBL29508218 | HMS3261O12 | IEA52783 | Tox21_500475 | AKOS025394135 | AKOS040746498 | CCG-221779 | LP00475 | NCGC00261160-01",108527-83-9,valid,
93718-83-3,262093,CHEBI:93193,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone","2,3-bis(2-hydroxyethylsulfanyl)naphthalene-1,4-dione",C14H14O4S2,310.4,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,"InChI=1S/C14H14O4S2/c15-5-7-19-13-11(17)9-3-1-2-4-10(9)12(18)14(13)20-8-6-16/h1-4,15-16H,5-8H2",MAASHDQFQDDECQ-UHFFFAOYSA-N,1.5,125,"RefChem:908584 | 2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone | 93718-83-3 | NSC 95397 | 2,3-Bis(2-hydroxyethylthio)-1,4-naphthalenedione | 2,3-bis(2-hydroxyethylsulfanyl)naphthalene-1,4-dione | NSC-95397 | NSC95397 | CHEMBL429095 | MLS002153403 | MFCD04040032 | 2,3-bis(2-hydroxyethylthio)naphthalene-1,4-dione | SMR001230781 | 2,3-bis[(2-hydroxyethyl)sulfanyl]-1,4-dihydronaphthalene-1,4-dione | SR-01000075930 | 2,3-bis[(2-Hydroxyethyl)thio]-1,4-naphthoquinone | 2,3-bis((2-hydroxyethyl)thio)naphthalene-1,4-dione | 2,3-Bis[(2-hydroxyethyl)thio]naphthalene-1,4-dione | 2,3-bis[(2-Hydroxyethyl)thiol]-1,4-naphthoquinone | Tocris-154",93718-83-3,valid,
530-55-2,68262,,"2,6-Dimethoxy-1,4-Benzoquinone","2,6-dimethoxycyclohexa-2,5-diene-1,4-dione",C8H8O4,168.15,COC1=CC(=O)C=C(C1=O)OC,COC1=CC(=O)C=C(C1=O)OC,"InChI=1S/C8H8O4/c1-11-6-3-5(9)4-7(12-2)8(6)10/h3-4H,1-2H3",OLBNOBQOQZRLMP-UHFFFAOYSA-N,-0.1,52.6,"2,6-Dimethoxy-1,4-benzoquinone | 530-55-2 | 2,6-Dimethoxyquinone | 2,6-Dimethoxy-p-benzoquinone | 2,6-dimethoxycyclohexa-2,5-diene-1,4-dione | 2,6-Dimethoxy-p-quinone | 2,5-Cyclohexadiene-1,4-dione, 2,6-dimethoxy- | p-Benzoquinone, 2,6-dimethoxy- | DTXSID80862128 | NSC-24500 | NSC-56336 | 1Z701W789S | RefChem:25890 | DTXCID30810937 | 208-484-7 | 2,6-Dimethoxybenzoquinone | MFCD00016368 | 2,6-Dimethoxy-2,5-cyclohexadiene-1,4-dione | 2,6-Dimethoxysemiquinone anions | 2,6-Dimethoxybenzo-1,4-quinone",530-55-2,valid,
38819-10-2,135499520,CHEBI:73141,9-beta-D-arabinofuranosylguanine,"2-amino-9-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",C10H13N5O5,283.24,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6+,9-/m1/s1",NYHBQMYGNKIUIF-FJFJXFQQSA-N,-1.9,155,"38819-10-2 | 9-beta-d-Arabinofuranosylguanine | 9-(beta-D-Arabinofuranosyl)guanine | Guanine arabinoside | 9-Arabinofuranosylguanine | 0Z99WX0GPF | ARAGUANOSINE | NSC-76352 | CHEBI:73141 | DTXSID301019130 | 2-amino-9-(beta-D-arabinofuranosyl)-1,9-dihydro-6H-purin-6-one | RefChem:559898 | DTXCID201477145 | Ara-G | Ara-G hydrate | 9-(b-d-arabinofuranosyl)guanine | 9-b-D-Arabinofuranosylguanine | araG | MFCD00065486 | Guanine, 9-(beta-D-arabinofuranosyl)-",38819-10-2,valid,
278603-08-0,10436839,,1-Benzyl-3-cetyl-2-methylimidazolium iodide,1-benzyl-3-hexadecyl-2-methylimidazol-1-ium iodide,C27H45IN2,524.6,CCCCCCCCCCCCCCCCN1C=C[N+](=C1C)CC2=CC=CC=C2.[I-],CCCCCCCCCCCCCCCCN1C=C[N+](=C1C)CC2=CC=CC=C2.[I-],"InChI=1S/C27H45N2.HI/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-19-22-28-23-24-29(26(28)2)25-27-20-17-16-18-21-27;/h16-18,20-21,23-24H,3-15,19,22,25H2,1-2H3;1H/q+1;/p-1",RVWOHCBHAGBLLT-UHFFFAOYSA-M,,8.8,"1-Benzyl-3-cetyl-2-methylimidazolium iodide | RefChem:429861 | 636-669-6 | 278603-08-0 | NH125 | 3-Benzyl-1-hexadecyl-2-methyl-1H-imidazol-3-ium iodide | eEF-2 Kinase Inhibitor, NH125 | NH 125 | nh-125 | MFCD07370143 | 1-Hexadecyl-2-methyl-3-(phenylmethyl)-1H-imidazolium iodide | CHEMBL1683636 | C27H45IN2 | 1-benzyl-3-hexadecyl-2-methylimidazol-1-ium;iodide | orb1225444 | orb1300621 | SCHEMBL16178246 | SCHEMBL16178247 | DTXSID20439853 | GLXC-04852",278603-08-0,valid,
20350-15-6,5287620,CHEBI:48080,Brefeldin A,"(1R,2R,3E,7S,11E,13S,15S)-2,15-dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one",C16H24O4,280.36,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,"InChI=1S/C16H24O4/c1-11-5-3-2-4-6-12-9-13(17)10-14(12)15(18)7-8-16(19)20-11/h4,6-8,11-15,17-18H,2-3,5,9-10H2,1H3/b6-4+,8-7+/t11-,12+,13-,14+,15+/m0/s1",KQNZDYYTLMIZCT-KQPMLPITSA-N,2,66.8,"brefeldin A | Ascotoxin | Decumbin | Cyanein | 20350-15-6 | Synergisidin | Nectrolide | (+)-Brefeldin A | NSC-89671 | NSC-56310 | NSC-107456 | NSC-244390 | XG0D35F9K6 | DTXSID00880041 | NSC 89671 | CHEBI:48080 | (1R,2E,6S,10E,11aS,13S,14aR)-1,13-dihydroxy-6-methyl-1,6,7,8,9,11a,12,13,14,14a-decahydro-4H-cyclopenta[f]oxacyclotridecin-4-one | NSC89671 | (1R,2R,3E,7S,11E,13S,15S)-2,15-dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one | 4H-Cyclopent(f)oxacyclotridecin-4-one,1,6,7,8,9,11a-beta,12,13,14,14a-alpha-decahydro-1-beta-13-alpha-dihydroxy-6-beta-methyl-",20350-15-6,valid,
